"","Date","Team","Opponent","Time"
"7395","8/24","Blessed Trinity Titans","@Roswell","9:00am"
"7396","8/24","Blessed Trinity Titans","@McEachern","11:00am"
"7397","8/27","Blessed Trinity Titans","vsWestminster*","5:00pm"
"7398","8/28","Blessed Trinity Titans","@Holy Innocents Episcopal","5:00pm"
"7399","8/29","Blessed Trinity Titans","@Kell*","6:00pm"
"7400","9/4","Blessed Trinity Titans","vsJohns Creek","5:00pm"
"7401","9/7","Blessed Trinity Titans","vsLovett","12:15pm"
"7402","9/7","Blessed Trinity Titans","@Mount Vernon","2:30pm"
"7403","9/10","Blessed Trinity Titans","vsCentennial*","5:00pm"
"7404","9/12","Blessed Trinity Titans","@Westminster*","5:30pm"
"7405","9/14","Blessed Trinity Titans","vsChamblee","9:00am"
"7406","9/14","Blessed Trinity Titans","@St. Pius X Catholic","2:00pm"
"7407","9/17","Blessed Trinity Titans","vsKell*","5:00pm"
"7408","9/19","Blessed Trinity Titans","@Pope","5:30pm"
"7409","9/21","Blessed Trinity Titans","vsChamblee","12:30pm"
"7410","9/26","Blessed Trinity Titans","@Centennial*","6:00pm"
"7411","10/1","Blessed Trinity Titans","vsWestminster*","4:30pm"
"7412","10/3","Blessed Trinity Titans","vsHoly Innocents Episcopal","4:30pm"
"7413","10/8","Blessed Trinity Titans","@North Springs","5:30pm"
"7414","8/26","Towers Titans","@Social Circle*","6:00pm"
"7415","8/26","Towers Titans","@Social Circle*","7:30pm"
"7416","8/27","Towers Titans","vsJasper County*","Time TBA"
"7417","8/29","Towers Titans","vsLamar County*","5:30pm"
"7418","9/17","Towers Titans","@Jasper County*","5:30pm"
"7419","9/19","Towers Titans","@Lamar County*","5:30pm"
"7420","8/6","Northview Titans","vsNorth Springs*","5:30pm"
"7421","8/7","Northview Titans","@Norcross","5:30pm"
"7422","8/8","Northview Titans","@Lithonia*","5:30pm"
"7423","8/12","Northview Titans","vsWest Hall","5:30pm"
"7424","8/13","Northview Titans","@Whitefield Academy","5:30pm"
"7425","8/19","Northview Titans","@St. Francis","4:30pm"
"7426","8/20","Northview Titans","vsClarkston*","5:30pm"
"7427","8/22","Northview Titans","vsMarist*","5:30pm"
"7428","8/27","Northview Titans","@Druid Hills*","5:30pm"
"7429","8/29","Northview Titans","vsTucker*","5:30pm"
"7430","9/3","Northview Titans","@St. Pius X Catholic*","5:30pm"
"7431","9/5","Northview Titans","@North Springs*","5:30pm"
"7432","9/9","Northview Titans","vsSt. Francis","5:30pm"
"7433","9/10","Northview Titans","vsLithonia*","5:30pm"
"7434","9/12","Northview Titans","vsWhitefield Academy","5:30pm"
"7435","9/17","Northview Titans","vsSouthwest DeKalb*","4:30pm"
"7436","9/17","Northview Titans","vsSouthwest DeKalb*","6:30pm"
"7437","9/18","Northview Titans","vsJohns Creek","5:30pm"
"7438","9/19","Northview Titans","vsClarkston*","5:30pm"
"7439","9/23","Northview Titans","@West Hall","5:30pm"
"7440","9/24","Northview Titans","vsMarist*","5:30pm"
"7441","9/26","Northview Titans","vsDruid Hills*","5:30pm"
"7442","9/30","Northview Titans","@Johns Creek","5:30pm"
"7443","10/1","Northview Titans","vsTucker*","5:30pm"
"7444","10/3","Northview Titans","vsSt. Pius X Catholic*","5:30pm"
"7445","8/26","Discovery Titans","vsCedar Shoals","6:30pm"
"7446","9/10","Discovery Titans","@Meadowcreek","5:00pm"
"7447","9/23","Discovery Titans","@Cedar Shoals","6:30pm"
"7448","9/24","Discovery Titans","vsMeadowcreek","5:30pm"
"7449","8/6","Turner County Titans","vsFitzgerald","5:30pm"
"7450","8/13","Turner County Titans","@Irwin County*","6:00pm"
"7451","8/15","Turner County Titans","vsClinch County*","5:30pm"
"7452","8/20","Turner County Titans","vsEchols County*","5:30pm"
"7453","8/22","Turner County Titans","@Lanier County*","5:30pm"
"7454","8/27","Turner County Titans","vsAtkinson County*","5:30pm"
"7455","8/29","Turner County Titans","@Charlton County*","5:30pm"
"7456","9/5","Turner County Titans","@Brooks County*","5:30pm"
"7457","9/10","Turner County Titans","vsIrwin County*","5:30pm"
"7458","9/12","Turner County Titans","@Clinch County*","5:30pm"
"7459","9/17","Turner County Titans","@Echols County*","5:30pm"
"7460","9/19","Turner County Titans","vsLanier County*","5:30pm"
"7461","9/24","Turner County Titans","@Atkinson County*","5:30pm"
"7462","9/26","Turner County Titans","vsCharlton County*","5:30pm"
"7463","10/1","Turner County Titans","vsBrooks County*","5:30pm"
"7464","10/2","Turner County Titans","@Fitzgerald","5:30pm"
"7465","10/8","Turner County Titans","vsTreutlen","5:00pm"
"7466","10/10","Turner County Titans","@Treutlen","5:00pm"
"7467","8/1","Brooks County Trojans","@Cook","4:00pm"
"7468","8/1","Brooks County Trojans","@Cook","6:00pm"
"7469","8/5","Brooks County Trojans","@Appling County","5:00pm"
"7470","8/6","Brooks County Trojans","vsValdosta","5:30pm"
"7471","8/13","Brooks County Trojans","@Lanier County*","5:30pm"
"7472","8/15","Brooks County Trojans","@Irwin County*","6:59pm"
"7473","8/20","Brooks County Trojans","@Atkinson County*","5:30pm"
"7474","8/22","Brooks County Trojans","vsClinch County*","5:30pm"
"7475","8/27","Brooks County Trojans","vsCharlton County*","5:00pm"
"7476","8/29","Brooks County Trojans","vsEchols County*","5:00pm"
"7477","9/3","Brooks County Trojans","@Brookwood","4:30pm"
"7478","9/5","Brooks County Trojans","vsTurner County*","5:30pm"
"7479","9/10","Brooks County Trojans","vsLanier County*","5:30pm"
"7480","9/12","Brooks County Trojans","vsIrwin County*","5:30pm"
"7481","9/17","Brooks County Trojans","vsAtkinson County*","5:30pm"
"7482","9/24","Brooks County Trojans","@Charlton County*","5:30pm"
"7483","9/25","Brooks County Trojans","@Clinch County*","5:30pm"
"7484","9/26","Brooks County Trojans","@Echols County*","5:30pm"
"7485","10/1","Brooks County Trojans","@Turner County*","5:30pm"
"7486","10/3","Brooks County Trojans","@Bainbridge","5:30pm"
"7487","10/7","Brooks County Trojans","vsAppling County","5:00pm"
"7488","10/8","Brooks County Trojans","vsBrookwood","5:30pm"
"7489","10/9","Brooks County Trojans","vsBainbridge","5:30pm"
"7490","8/1","Dougherty Trojans","@Atkinson County","5:30pm"
"7491","8/6","Dougherty Trojans","vsTerrell County","4:00pm"
"7492","8/6","Dougherty Trojans","vsTerrell County","6:00pm"
"7493","8/8","Dougherty Trojans","vsAtkinson County","5:30pm"
"7494","8/9","Dougherty Trojans","@Valdosta","5:30pm"
"7495","8/12","Dougherty Trojans","@Seminole County","6:30pm"
"7496","8/13","Dougherty Trojans","vsSumter County","5:30pm"
"7497","8/13","Dougherty Trojans","vsSumter County","6:00pm"
"7498","8/15","Dougherty Trojans","vsSeminole County","5:30pm"
"7499","8/19","Dougherty Trojans","vsValdosta","5:30pm"
"7500","8/22","Dougherty Trojans","@Calhoun County","5:30pm"
"7501","8/27","Dougherty Trojans","@Peach County*","5:30pm"
"7502","8/29","Dougherty Trojans","@Bainbridge","5:30pm"
"7503","9/3","Dougherty Trojans","@Cairo*","5:30pm"
"7504","9/5","Dougherty Trojans","vsPeach County*","5:30pm"
"7505","9/6","Dougherty Trojans","vsShaw","4:00pm"
"7506","9/7","Dougherty Trojans","vsKing's Ridge Christian","11:00am"
"7507","9/10","Dougherty Trojans","vsBainbridge*","5:30pm"
"7508","9/12","Dougherty Trojans","vsCairo*","5:30pm"
"7509","9/17","Dougherty Trojans","@Monroe*","5:30pm"
"7510","9/19","Dougherty Trojans","vsWestover*","5:30pm"
"7511","9/25","Dougherty Trojans","vsPelham","5:30pm"
"7512","9/26","Dougherty Trojans","vsMonroe*","5:30pm"
"7513","10/1","Dougherty Trojans","@Westover*","5:30pm"
"7514","10/3","Dougherty Trojans","vsDeerfield-Windsor","5:30pm"
"7515","10/8","Dougherty Trojans","@Pelham","5:00pm"
"7516","8/6","Lee County Trojans","vsTaylor County","5:00pm"
"7517","8/10","Lee County Trojans","vsLaGrange","11:00am"
"7518","8/10","Lee County Trojans","@Tift County","3:00pm"
"7519","8/13","Lee County Trojans","@Schley County","5:30pm"
"7520","8/15","Lee County Trojans","vsLowndes","6:15pm"
"7521","8/20","Lee County Trojans","vsHouston County*","6:00pm"
"7522","8/22","Lee County Trojans","@Houston County*","4:00pm"
"7523","8/22","Lee County Trojans","@Houston County*","6:00pm"
"7524","8/27","Lee County Trojans","@Northside*","5:00pm"
"7525","8/28","Lee County Trojans","vsPerry","6:15pm"
"7526","8/29","Lee County Trojans","vsNorthside*","5:00pm"
"7527","8/29","Lee County Trojans","vsNorthside*","7:00pm"
"7528","9/4","Lee County Trojans","@Tift County","5:00pm"
"7529","9/6","Lee County Trojans","@Columbus***","6:00pm"
"7530","9/7","Lee County Trojans","@Villa Rica***","9:00am"
"7531","9/7","Lee County Trojans","@Bremen***","11:00am"
"7532","9/10","Lee County Trojans","@Veterans*","5:00pm"
"7533","9/12","Lee County Trojans","vsVeterans*","5:00pm"
"7534","9/12","Lee County Trojans","vsVeterans*","6:00pm"
"7535","9/17","Lee County Trojans","vsThomas County Central*","5:00am"
"7536","9/19","Lee County Trojans","@Thomas County Central*","4:00pm"
"7537","9/19","Lee County Trojans","@Thomas County Central*","6:00pm"
"7538","9/21","Lee County Trojans","@Marion County","10:00am"
"7539","9/21","Lee County Trojans","@Columbus","12:00pm"
"7540","9/24","Lee County Trojans","@Coffee*","6:00pm"
"7541","9/26","Lee County Trojans","vsCoffee*","4:30pm"
"7542","9/26","Lee County Trojans","vsCoffee*","6:30pm"
"7543","9/30","Lee County Trojans","@Taylor County","5:00pm"
"7544","10/8","Lee County Trojans","@Lowndes","5:00pm"
"7545","10/10","Lee County Trojans","vsSchley County","5:00pm"
"7546","8/2","Carrollton Trojans","vsBremen","4:30pm"
"7547","8/5","Carrollton Trojans","vsHeard County","5:30pm"
"7548","8/7","Carrollton Trojans","@Alexander","6:00pm"
"7549","8/9","Carrollton Trojans","vsNewnan","5:15pm"
"7550","8/12","Carrollton Trojans","@Paulding County","5:30pm"
"7551","8/14","Carrollton Trojans","vsAlexander","6:00pm"
"7552","8/19","Carrollton Trojans","@Rockmart","5:00pm"
"7553","8/24","Carrollton Trojans","vsWinder-Barrow","Time TBA"
"7554","8/27","Carrollton Trojans","@Chapel Hill*","5:00pm"
"7555","9/3","Carrollton Trojans","vsHarrison","5:30pm"
"7556","9/4","Carrollton Trojans","@Marietta","5:30pm"
"7557","9/9","Carrollton Trojans","@Sprayberry","5:30pm"
"7558","9/10","Carrollton Trojans","@Douglas County*","5:30pm"
"7559","9/14","Carrollton Trojans","vsCedartown***","9:00am"
"7560","9/14","Carrollton Trojans","vsLaGrange***","9:30am"
"7561","9/17","Carrollton Trojans","vsEast Coweta*","5:00pm"
"7562","9/19","Carrollton Trojans","@North Paulding","5:30pm"
"7563","9/23","Carrollton Trojans","vsCartersville","5:30pm"
"7564","9/24","Carrollton Trojans","vsWestlake*","5:30pm"
"7565","9/28","Carrollton Trojans","vsHarris County","10:00am"
"7566","9/28","Carrollton Trojans","vsAlexander","2:00pm"
"7567","9/30","Carrollton Trojans","@Heard County","5:30pm"
"7568","8/5","Lassiter Trojans","vsHarrison","7:00pm"
"7569","8/6","Lassiter Trojans","vsBlessed Trinity","6:00pm"
"7570","8/8","Lassiter Trojans","vsBrookwood","5:30pm"
"7571","8/15","Lassiter Trojans","@Woodstock*","7:00pm"
"7572","8/17","Lassiter Trojans","vsMill Creek","12:00pm"
"7573","8/20","Lassiter Trojans","vsCreekview*","7:00pm"
"7574","8/21","Lassiter Trojans","vsPope*","5:30pm"
"7575","8/24","Lassiter Trojans","vsHouston County","10:00am"
"7576","8/29","Lassiter Trojans","vsRiverwood*","5:30pm"
"7577","9/3","Lassiter Trojans","@Sprayberry*","6:00pm"
"7578","9/5","Lassiter Trojans","vsSequoyah*","5:30pm"
"7579","9/10","Lassiter Trojans","vsWoodstock*","7:00pm"
"7580","9/12","Lassiter Trojans","@Creekview*","7:00pm"
"7581","9/17","Lassiter Trojans","@Pope*","5:30pm"
"7582","9/19","Lassiter Trojans","@Walton","5:00pm"
"7583","9/28","Lassiter Trojans","@Hillgrove","11:00am"
"7584","9/28","Lassiter Trojans","@Hillgrove","1:00pm"
"7585","10/1","Lassiter Trojans","@Riverwood*","5:30pm"
"7586","10/3","Lassiter Trojans","vsSprayberry*","6:00pm"
"7587","10/8","Lassiter Trojans","@Sequoyah*","5:30pm"
"7588","10/10","Lassiter Trojans","@North Paulding","6:00pm"
"7589","8/1","Coffee Trojans","@Lanier County","6:00pm"
"7590","8/5","Coffee Trojans","vsBacon County","6:00pm"
"7591","8/6","Coffee Trojans","vsLanier County","5:00pm"
"7592","8/7","Coffee Trojans","@Appling County","6:00pm"
"7593","8/8","Coffee Trojans","vsWare County","6:00pm"
"7594","8/17","Coffee Trojans","vsEastside","12:00pm"
"7595","8/17","Coffee Trojans","@Jones County","2:00pm"
"7596","8/20","Coffee Trojans","vsVeterans*","5:00pm"
"7597","8/22","Coffee Trojans","@Veterans*","5:00pm"
"7598","8/22","Coffee Trojans","@Veterans*","7:00pm"
"7599","8/24","Coffee Trojans","@South Effingham","1:30pm"
"7600","8/24","Coffee Trojans","@Richmond Hill","3:45pm"
"7601","8/27","Coffee Trojans","@Houston County*","6:00pm"
"7602","8/29","Coffee Trojans","vsHouston County*","4:00pm"
"7603","8/29","Coffee Trojans","vsHouston County*","6:00pm"
"7604","9/5","Coffee Trojans","vsPierce County","6:00pm"
"7605","9/7","Coffee Trojans","@Opponent TBA",""
"7606","9/7","Coffee Trojans","@Bacon County","3:00pm"
"7607","9/10","Coffee Trojans","vsThomas County Central*","6:00pm"
"7608","9/12","Coffee Trojans","@Thomas County Central*","4:00pm"
"7609","9/12","Coffee Trojans","@Thomas County Central*","6:00pm"
"7610","9/16","Coffee Trojans","vsJeff Davis","6:00pm"
"7611","9/17","Coffee Trojans","@Northside","6:00pm"
"7612","9/19","Coffee Trojans","vsNorthside*","4:00pm"
"7613","9/19","Coffee Trojans","vsNorthside*","6:00pm"
"7614","9/24","Coffee Trojans","vsLee County*","6:00pm"
"7615","9/26","Coffee Trojans","@Lee County*","4:30pm"
"7616","9/26","Coffee Trojans","@Lee County*","6:30pm"
"7617","9/30","Coffee Trojans","vsIrwin County","6:00pm"
"7618","10/3","Coffee Trojans","@Ware County","5:00pm"
"7619","10/8","Coffee Trojans","@Irwin County","6:00pm"
"7620","8/6","Gordon Lee Trojans","vsRinggold","5:30pm"
"7621","8/13","Gordon Lee Trojans","vsSonoraville","Time TBA"
"7622","8/14","Gordon Lee Trojans","vsCalhoun","5:30pm"
"7623","8/16","Gordon Lee Trojans","vsWalton***","5:30pm"
"7624","8/17","Gordon Lee Trojans","vsWoodstock","12:15pm"
"7625","8/20","Gordon Lee Trojans","vsArmuchee*","5:30pm"
"7626","8/21","Gordon Lee Trojans","vsNorthwest Whitfield","5:30pm"
"7627","8/22","Gordon Lee Trojans","vsChattooga*","5:30pm"
"7628","8/27","Gordon Lee Trojans","@Gordon Central*","5:30pm"
"7629","8/29","Gordon Lee Trojans","@Fannin County*","5:00pm"
"7630","9/4","Gordon Lee Trojans","vsLaFayette","5:00pm"
"7631","9/5","Gordon Lee Trojans","vsCoosa*","5:30pm"
"7632","9/10","Gordon Lee Trojans","@Christian Heritage*","5:00pm"
"7633","9/12","Gordon Lee Trojans","vsDade County*","5:30pm"
"7634","9/17","Gordon Lee Trojans","@Armuchee","5:00pm"
"7635","9/19","Gordon Lee Trojans","@Chattooga*","5:30pm"
"7636","9/24","Gordon Lee Trojans","vsGordon Central*","5:30pm"
"7637","9/26","Gordon Lee Trojans","vsFannin County*","5:30pm"
"7638","10/2","Gordon Lee Trojans","@LaFayette","5:30pm"
"7639","10/3","Gordon Lee Trojans","vsChristian Heritage*","5:30pm"
"7640","10/8","Gordon Lee Trojans","@Dade County*","5:30pm"
"7641","8/5","Peach County Trojans","@Veterans","7:00pm"
"7642","8/6","Peach County Trojans","vsCrawford County","7:00pm"
"7643","8/7","Peach County Trojans","@Howard","5:00pm"
"7644","8/10","Peach County Trojans","vsNorthside","12:00pm"
"7645","8/10","Peach County Trojans","vsHoward","6:00pm"
"7646","8/12","Peach County Trojans","vsNortheast","6:30pm"
"7647","8/13","Peach County Trojans","@Rutland","5:30pm"
"7648","8/19","Peach County Trojans","@Northeast","4:30pm"
"7649","8/21","Peach County Trojans","vsRutland","6:30pm"
"7650","8/24","Peach County Trojans","vsIslands","2:00pm"
"7651","8/24","Peach County Trojans","@Savannah Christian","4:30pm"
"7652","8/26","Peach County Trojans","vsVeterans","7:00pm"
"7653","8/27","Peach County Trojans","vsDougherty*","5:30pm"
"7654","8/29","Peach County Trojans","@Westover*","5:30pm"
"7655","9/3","Peach County Trojans","vsMonroe*","5:30pm"
"7656","9/4","Peach County Trojans","@Northside","6:00pm"
"7657","9/5","Peach County Trojans","@Dougherty*","5:30pm"
"7658","9/9","Peach County Trojans","vsSpalding","6:30pm"
"7659","9/10","Peach County Trojans","vsWestover*","5:30pm"
"7660","9/12","Peach County Trojans","@Monroe*","5:30pm"
"7661","9/14","Peach County Trojans","vsCrisp County","11:00am"
"7662","9/14","Peach County Trojans","vsSavannah Christian","4:00pm"
"7663","9/17","Peach County Trojans","@Bainbridge*","5:30pm"
"7664","9/18","Peach County Trojans","@Crawford County","7:00pm"
"7665","9/23","Peach County Trojans","@Spalding","6:00pm"
"7666","9/24","Peach County Trojans","vsCairo*","5:30pm"
"7667","9/26","Peach County Trojans","vsBainbridge*","5:30pm"
"7668","9/30","Peach County Trojans","vsACE","7:00pm"
"7669","10/3","Peach County Trojans","@Cairo*","5:30pm"
"7670","10/7","Peach County Trojans","@ACE","6:30pm"
"7671","8/6","Ringgold Tigers","@Gordon Lee","5:30pm"
"7672","8/7","Ringgold Tigers","@Heritage","5:30pm"
"7673","8/8","Ringgold Tigers","vsHeritage","5:30pm"
"7674","8/10","Ringgold Tigers","@LaFayette","Time TBA"
"7675","8/10","Ringgold Tigers","@Dade County","1:30pm"
"7676","8/10","Ringgold Tigers","@LaFayette","4:00pm"
"7677","8/14","Ringgold Tigers","vsNorth Cobb Christian*","5:30pm"
"7678","8/17","Ringgold Tigers","vsCherokee Bluff","11:00am"
"7679","8/17","Ringgold Tigers","vsCherokee Bluff","1:00pm"
"7680","8/20","Ringgold Tigers","@Sonoraville*","5:30pm"
"7681","8/22","Ringgold Tigers","vsCoahulla Creek*","5:30pm"
"7682","8/26","Ringgold Tigers","vsMurray County*","5:30pm"
"7683","8/27","Ringgold Tigers","@North Cobb Christian*","5:30pm"
"7684","8/29","Ringgold Tigers","vsUnion County*","5:30pm"
"7685","9/4","Ringgold Tigers","vsNorthwest Whitfield","5:30pm"
"7686","9/5","Ringgold Tigers","@Rockmart*","5:30pm"
"7687","9/9","Ringgold Tigers","@North Murray*","5:30pm"
"7688","9/10","Ringgold Tigers","vsLakeview-Fort Oglethorpe*","5:30pm"
"7689","9/13","Ringgold Tigers","vsOpponent TBA",""
"7690","9/14","Ringgold Tigers","vsOpponent TBA",""
"7691","9/17","Ringgold Tigers","vsSonoraville*","5:30pm"
"7692","9/19","Ringgold Tigers","@Coahulla Creek*","5:30pm"
"7693","9/23","Ringgold Tigers","@Murray County*","5:30pm"
"7694","9/26","Ringgold Tigers","@Union County*","5:30pm"
"7695","10/1","Ringgold Tigers","vsRockmart*","5:30pm"
"7696","10/3","Ringgold Tigers","vsNorth Murray*","5:30pm"
"7697","10/7","Ringgold Tigers","vsLaFayette","5:30pm"
"7698","10/8","Ringgold Tigers","@Lakeview-Fort Oglethorpe*","5:30pm"
"7699","8/27","Carver Tigers","@Spencer","5:30pm"
"7700","8/29","Carver Tigers","@KKendrick","5:30pm"
"7701","9/12","Carver Tigers","vsKKendrick","5:30pm"
"7702","9/23","Carver Tigers","@Hardaway","4:00pm"
"7703","9/23","Carver Tigers","@Hardaway","5:30pm"
"7704","9/26","Carver Tigers","vsSpencer","5:30pm"
"7705","10/1","Carver Tigers","vsHardaway","4:00pm"
"7706","10/1","Carver Tigers","vsHardaway","5:30pm"
"7707","8/6","Alcovy Tigers","vsSocial Circle","5:30pm"
"7708","8/10","Alcovy Tigers","@Prince Avenue Christian","9:00am"
"7709","8/10","Alcovy Tigers","vsUnion County","11:00am"
"7710","8/15","Alcovy Tigers","vsLoganville*","6:00pm"
"7711","8/19","Alcovy Tigers","vsGeorge Walton Academy","5:30pm"
"7712","8/20","Alcovy Tigers","@Apalachee*","6:00pm"
"7713","8/22","Alcovy Tigers","vsWinder-Barrow*","6:30pm"
"7714","8/24","Alcovy Tigers","@Eastside","9:00am"
"7715","8/24","Alcovy Tigers","vsNewton","11:00am"
"7716","8/27","Alcovy Tigers","vsLakeside","4:00pm"
"7717","8/27","Alcovy Tigers","vsLakeside","6:00pm"
"7718","8/29","Alcovy Tigers","@Habersham Central*","6:00pm"
"7719","9/5","Alcovy Tigers","vsJackson County*","5:30pm"
"7720","9/9","Alcovy Tigers","@Social Circle","5:30pm"
"7721","9/10","Alcovy Tigers","@Clarke Central*","6:00pm"
